#{"t_start": 1779676041.1555843, "env_id": "None"}
r,l,t
-0.656736,65,94.618668
9.356736,65,94.618668
-0.64476436,65,94.618668
9.344765,65,94.618668
-0.65546083,65,94.618668
9.355461,65,94.618668
-0.6548996,65,94.618668
9.354899,65,94.618668
-0.6436206,65,94.618668
9.34362,65,94.618668
-0.65899044,66,104.832875
9.33899,66,104.832875
-0.6603898,66,104.832875
9.34039,66,104.832875
-0.66354144,66,104.832875
9.343541,66,104.832875
-0.6617165,66,104.832875
9.341717,66,104.832875
-0.65918034,66,104.832875
9.339181,66,104.833978
-0.65832037,66,104.833978
9.33832,66,104.833978
-0.66384804,66,104.833978
9.343848,66,104.833978
-0.6551248,66,104.833978
9.335124,66,104.833978
-0.667884,66,104.833978
9.347884,66,104.833978
-0.6640691,66,115.064783
9.3440695,66,115.064783
-0.6711963,66,115.064783
9.351196,66,115.064783
-0.64930373,66,115.064783
9.329303,66,115.064783
-0.65829945,66,115.064783
9.3383,66,115.064783
-0.6533735,66,115.064783
9.333373,66,115.064783
-0.64133286,66,115.064783
9.321333,66,115.064783
-0.64906794,66,115.064783
9.329068,66,115.065798
-0.6690368,66,115.065798
9.349037,66,115.065798
-0.63669455,66,115.065798
9.316694,66,115.065798
-0.64704764,65,125.162309
9.347048,65,125.162309
-0.6395755,65,125.162309
9.339576,65,125.162309
-0.6558129,65,125.162309
9.355813,65,125.162309
-0.6509472,65,125.162309
9.350947,65,125.162309
-0.6572891,65,125.162309
9.357289,65,125.162309
-0.66948915,65,125.162309
9.369489,65,125.162309
-0.6573156,65,125.162309
9.357315,65,125.163411
-0.64679545,65,125.163411
9.346796,65,125.163411
-0.6641183,65,125.163411
9.364119,65,125.163411
10.316084,61,134.693703
-10.614249,61,134.693703
9.776019,113,143.047634
-11.127695,113,143.048748
9.9875,93,148.516091
-10.926479,93,148.516091
-2.203346,220,158.706817
7.8033466,220,158.706817
-0.64763904,66,158.706817
9.327639,66,158.706817
-2.1946616,220,158.706817
7.7946625,220,158.706817
-2.199857,220,158.706817
7.799859,220,158.706817
-1.0662397,107,158.706817
8.92624,107,158.706817
-2.199643,220,158.706817
7.7996445,220,158.706817
-2.1883268,220,158.706817
7.788329,220,158.706817
-2.178391,220,158.706817
7.778393,220,158.706817
-2.2064958,220,158.706817
7.8064966,220,158.706817
10.425617,48,166.62154
-10.479409,48,166.62154
9.8304405,106,175.785176
-11.04807,106,175.785176
9.176326,170,185.73426
-11.67797,170,185.73426
-2.3524396,236,195.955138
7.6324415,236,195.955138
-1.2989589,130,195.955138
8.698959,130,195.955138
-2.3627682,236,195.955138
7.64277,236,195.956168
-2.3581936,236,195.956168
7.6381955,236,195.956168
-1.8768761,188,195.956168
8.116876,188,195.956168
-2.3590024,236,195.956168
7.6390033,236,195.956168
-2.3671312,236,195.956168
7.647134,236,195.956168
-0.6598432,66,195.956168
9.339843,66,195.956168
-2.3558526,236,195.956168
7.6358547,236,195.956168
-0.6588849,66,206.148464
9.338885,66,206.148464
-0.65906096,66,206.148464
9.339062,66,206.148464
-0.6642633,66,206.148464
9.344263,66,206.148464
-0.64790523,66,206.148464
9.327905,66,206.148464
-0.6581234,66,206.148464
9.338123,66,206.148464
-0.6448548,66,206.148464
9.324855,66,206.148464
-0.66495085,66,206.148464
9.344951,66,206.149457
-0.6743855,66,206.149457
9.354385,66,206.149457
-0.6750152,66,206.149457
9.355016,66,206.149457
-0.6791803,66,216.378504
9.35918,66,216.379503
-0.68401515,66,216.379503
9.364016,66,216.379503
-0.6425478,66,216.379503
9.322548,66,216.379503
-0.6695404,66,216.379503
9.34954,66,216.379503
-0.6795683,66,216.379503
9.359568,66,216.379503
-0.67346996,66,216.379503
9.35347,66,216.379503
-0.67836463,66,216.379503
9.358365,66,216.379503
-0.6213368,66,216.379503
9.301338,66,216.379503
-0.64080626,66,216.379503
9.320806,66,216.379503
10.419102,48,224.279833
-10.478584,48,224.279833
9.978085,91,230.008193
-10.893571,91,230.009231
9.504922,139,237.826074
-11.383032,139,237.826074
9.095445,183,245.109103
-11.847582,183,245.109103
8.598566,231,253.038409
-12.317679,231,253.038409
8.285324,263,257.304979
-12.627205,263,257.304979
8.30446,259,264.58743
-12.594899,259,264.58743
9.734533,117,270.053534
-11.175314,117,270.053534
6.930522,395,277.769705
-13.966965,395,277.769705
7.5201483,338,283.701784
-13.390289,338,283.701784
8.050862,287,289.167156
-12.871681,287,289.167156
5.7502313,513,296.30015
-15.12489,513,296.30015
6.640929,422,304.131969
-14.2243805,422,304.131969
9.939977,91,309.867592
-10.893609,91,309.868571
7.429256,345,317.713166
-13.444134,345,317.714708
10.065212,86,324.192968
-10.85415,86,324.194481
9.110736,181,332.573655
-11.811445,181,332.574679
7.6177845,330,340.309433
-13.300236,330,340.309433
8.946271,196,348.107522
-11.957326,196,348.107522
5.55929,533,353.938209
-15.330864,533,353.938209
-0.6599132,66,364.199482
9.339913,66,364.199482
-1.4660836,147,364.199482
8.526084,147,364.199482
-5.1924157,518,364.199482
4.8324165,518,364.199482
-0.9883938,99,364.199482
9.008394,99,364.199482
-5.524154,552,364.199482
4.4841576,552,364.199482
-2.0536294,205,364.199482
7.9536304,205,364.200389
-9.450953,947,364.200389
0.5109463,947,364.200389
-2.5640771,257,364.200389
7.424078,257,364.200389
-6.838277,684,364.200389
3.1582732,684,364.200389
10.4163475,47,370.452476
-10.469596,47,370.452476
9.987149,92,378.006117
-10.920923,92,378.007229
9.921131,98,386.483051
-10.991342,98,386.483051
9.889746,97,393.799849
-10.966464,97,393.799849
8.539331,236,400.064189
-12.35761,236,400.064189
9.418839,147,408.978447
-11.4594,147,408.978447
9.265874,165,418.660506
-11.650124,165,418.660506
6.7934074,411,427.680929
-14.117422,411,427.680929
9.942963,96,434.300093
-10.96088,96,434.300093
5.9508467,495,440.28884
-14.94409,495,440.28884
7.999875,285,445.206623
-12.851906,285,445.206623
9.265913,163,453.771559
-11.618682,163,453.771559
4.6741753,625,461.985006
-16.243122,625,461.985006
9.446476,142,467.052286
-11.420392,142,467.052286
3.9454203,694,472.700786
-16.937067,694,472.700786
10.303392,60,476.565992
-10.597854,60,476.565992
10.118858,81,484.932192
-10.806757,81,484.932192
5.760506,514,489.065
-15.152327,514,489.065
9.730421,120,495.432038
-11.204993,120,495.432038
8.393969,253,500.095737
-12.541498,253,500.095737
9.432182,150,507.811246
-11.507658,150,507.811246
10.068601,82,513.908818
-10.816719,82,513.909826
9.352348,155,518.976947
-11.54946,155,518.976947
0.60659885,1030,524.676512
-20.345835,1030,524.676512
10.258339,63,528.808805
-10.627694,63,528.809808
5.6644864,527,535.557992
-15.264892,527,535.557992
10.174719,73,539.957018
-10.737628,73,539.958022
8.8083515,208,545.938807
-12.081419,208,545.938807
8.0619755,284,552.913232
-12.837379,284,552.913232
8.706004,215,557.704219
-12.1255665,215,557.704219
9.371156,152,564.70242
-11.516174,152,564.70242
9.79902,108,568.835668
-11.078204,108,568.835668
9.789591,108,575.083236
-11.070174,108,575.083236
5.006875,585,580.160438
-15.835329,585,580.161537
9.592298,133,585.348671
-11.322239,133,585.348671
9.561446,137,590.015235
-11.345282,137,590.015235
9.440047,140,596.647725
-11.389828,140,596.647725
9.832465,110,602.971747
-11.105577,110,602.971747
6.923246,400,608.160312
-14.002243,400,608.160312
9.435078,146,613.885126
-11.48719,146,613.885126
9.905929,101,617.868437
-11.011493,101,617.868437
9.841803,106,625.157761
-11.066845,106,625.157761
7.730925,317,629.690266
-13.159224,317,629.690266
10.209125,71,636.056266
-10.694062,71,636.056266
-2.3880796,1328,641.873585
-23.281664,1328,641.874591
9.077365,183,646.55152
-11.828264,183,646.55152
8.365251,252,653.162189
-12.528262,252,653.162189
10.19457,70,657.284719
-10.698618,70,657.28574
9.160835,175,663.634828
-11.761471,175,663.635875
9.845213,106,668.701358
-11.059216,106,668.701358
-8.988987,1991,674.51642
-29.911137,1991,674.51642
9.473109,138,678.516752
-11.38,138,678.516752
9.534297,136,684.647446
-11.367658,136,684.647446
10.175625,74,689.846972
-10.734184,74,689.846972
10.156141,73,695.797002
-10.729446,73,695.797002
0.25986862,1066,702.277738
-20.653215,1066,702.277738
9.863957,106,706.810806
-11.056476,106,706.810806
8.089291,279,713.041447
-12.781008,279,713.041447
9.555023,134,716.490624
-11.326571,134,716.490624
10.375391,53,721.539672
-10.541428,53,721.539672
7.6211457,329,725.550067
-13.285085,329,725.551062
10.277612,61,729.674076
-10.502147,61,729.674076
8.930232,193,736.838767
-11.9397335,193,736.838767
9.300691,163,742.637671
-11.621368,163,742.637671
9.959531,104,746.50364
-11.136913,104,746.50364
9.199038,173,752.986819
-11.730864,173,752.986819
9.559165,134,757.652678
-11.439032,134,757.652678
10.215221,69,763.732359
-10.706624,69,763.732359
10.073936,76,769.334344
-10.654747,76,769.334344
8.836331,206,774.513406
-12.069894,206,774.513406
9.872387,102,778.781056
-11.0110855,102,778.781056
10.271241,65,784.612259
-10.644704,65,784.613642
8.143684,279,789.546311
-12.801777,279,789.547426
4.9252915,602,795.62975
-16.040642,602,795.62975
-2.1679935,1306,799.628573
-23.05868,1306,799.628573
9.9165745,97,805.327779
-10.9563875,97,805.327779
8.355446,255,809.06987
-12.554702,255,809.06987
10.300633,63,815.172427
-10.631074,63,815.173437
8.641285,228,819.306648
-12.29182,228,819.306648
8.989284,189,825.156517
-11.885995,189,825.156517
9.845649,106,832.255435
-11.078241,106,832.255435
8.61287,232,836.38891
-12.313723,232,836.38891
10.29433,59,841.554302
-10.738581,59,841.554302
9.310993,161,845.150338
-11.580552,161,845.151944
8.337271,258,849.286865
-12.571562,258,849.286865
8.975236,193,855.249906
-11.925207,193,855.249906
9.461197,127,861.369564
-11.100241,127,861.369564
9.603496,134,865.899233
-11.3638115,134,865.899233
