#{"t_start": 1779675136.2484598, "env_id": "None"}
r,l,t
-11.922449,192,533.841035
6.4343605,450,540.804849
-14.489566,450,540.804849
8.608362,236,545.604796
-12.394847,236,545.604796
7.4733133,343,550.818703
-13.446003,343,550.818703
9.346875,152,555.61916
-11.4683075,152,555.620056
7.783841,311,561.401616
-13.11063,311,561.401616
9.774294,110,566.209675
-11.086957,110,566.209675
9.175665,174,571.09752
-11.733715,174,571.09752
7.672823,323,575.365194
-13.228571,323,575.365194
10.226219,69,581.318472
-10.694978,69,581.318472
9.270292,164,585.313407
-11.6397505,164,585.313407
7.4394474,347,591.429791
-13.477486,347,591.429791
9.954285,96,595.163154
-10.960182,96,595.163154
10.252311,65,601.128563
-10.660095,65,601.128563
5.179892,573,606.425525
-15.7146435,573,606.425525
7.9219875,299,611.22736
-12.999632,299,611.22736
9.908301,99,616.340719
-10.985719,99,616.340719
10.184203,71,621.674725
-10.706396,71,621.675745
8.183066,272,626.689754
-12.725895,272,626.690751
10.2542305,66,631.489612
-10.660815,66,631.489612
8.121927,277,637.143827
-12.773483,277,637.144347
6.3811665,455,643.136149
-14.5382805,455,643.136149
8.739454,218,648.437164
-12.183654,218,648.437164
-12.271618,2318,653.871851
-33.17878,2318,653.872852
8.772076,210,657.700434
-12.093872,210,657.701433
8.804649,210,663.631785
-12.056055,210,663.631785
8.781686,214,668.833135
-12.134762,214,668.833135
3.0971842,785,673.262412
-17.901707,785,673.262412
9.531151,140,678.464333
-11.417717,140,678.464333
10.12669,79,684.797202
-10.79214,79,684.797202
5.2740073,566,689.995332
-15.668242,566,689.995332
7.7128315,318,695.928425
-13.162918,318,695.928425
8.440584,249,699.794972
-12.535858,249,699.794972
9.5501,135,704.825432
-11.349392,135,704.825432
10.352262,55,708.159402
-10.545397,55,708.159402
8.580353,233,713.591189
-12.3156395,233,713.591189
7.506383,338,718.923019
-13.382027,338,718.923019
10.138195,76,724.806685
-10.753324,76,724.807689
9.500969,137,728.540066
-11.418434,137,728.540066
10.273203,66,734.622176
-10.6769495,66,734.622176
8.608477,229,738.487679
-12.300761,229,738.487679
9.8382225,103,744.286367
-10.999445,103,744.287381
4.507564,642,749.684235
-16.404625,642,749.684235
9.5900135,131,754.084691
-11.302021,131,754.084691
8.287149,261,757.826758
-12.613507,261,757.826758
9.323375,155,762.068717
-11.5294,155,762.068717
10.125561,79,765.532724
-10.789093,79,765.532724
10.080413,85,771.048072
-10.838944,85,771.049083
9.964355,97,775.980664
-10.976868,97,775.981665
8.449038,242,780.497609
-12.394415,242,780.497609
4.8756976,604,785.562064
-16.044758,604,785.562064
10.287986,64,790.112161
-10.649905,64,790.112161
7.8272467,310,795.042224
-13.122732,310,795.042224
10.183233,70,800.443592
-10.702418,70,800.444179
9.707046,122,803.910301
-11.222404,122,803.910301
8.057373,284,808.458937
-12.792359,284,808.458937
10.2072315,72,814.458412
-10.735063,72,814.458412
8.060798,283,818.815949
-12.829709,283,818.816973
9.393028,148,822.137855
-11.478432,148,822.137855
9.674555,125,827.20023
-11.296355,125,827.20023
10.025176,84,831.055206
-10.838628,84,831.056321
10.222584,63,836.687798
-10.626929,63,836.687798
9.611723,128,841.353406
-11.285472,128,841.353406
10.274232,65,846.334667
-10.647507,65,846.334667
9.631118,126,849.935471
-11.178672,126,849.935471
